%
% The data in this file was extracted from a direct numerical simulation
% of turbulent channel flow over a bump. Particulars are listed
% below.
%
% References:
%
%   M. Marquillie and J.-P. Laval (2007) "Direct Numerical 
%   Simulation of a separated channel flow with a smooth profile",
%   to appear in Journal of Turbulence
%
%   For the following statistics, (u,v,w) are the tangential, normal
%   and spanwise velocity components in a local coordinate system.
%   The statistics normalized with the maximum velocity at the inlet (Uo)
%   are given at 14 streamwise positions. These statistics are interpolated 
%   from the 2D statistics computed in the fixe coordinate system and given 
%   in NetCDF format (statistics_2d.nc)
%
%  X	: Streamwise coordinates
%  Y1-Y	: Coordinates normal to the wall
%  U	: Mean tangential velocity
%  u'u'	: Tangential component of Reynolds stress
%  v'v'	: Normal component of Reynolds stress
%  w'w'	: Spanwise component of Reynolds stress
%  u'v'	: Shear stress
%
%  Re =  7900
%  Uo =  max[U(x=0,y)] = 1.03367
%  Ny =  129
%
% Date File Created: November 5, 2007
%
       X              Y1-Y           U              u'u'           v'v'           w'w'          u'v'
  9.00065E+00    2.75713E-01    8.00792E-01    1.26252E-02    4.90912E-03    6.75454E-03   -3.27602E-03
  9.00065E+00    2.84229E-01    8.09579E-01    1.24080E-02    4.80256E-03    6.59250E-03   -3.19773E-03
  9.00065E+00    2.92851E-01    8.18342E-01    1.21870E-02    4.68821E-03    6.40552E-03   -3.11170E-03
  9.00065E+00    3.01581E-01    8.27004E-01    1.19791E-02    4.55647E-03    6.20345E-03   -3.01080E-03
  9.00065E+00    3.10415E-01    8.35399E-01    1.17633E-02    4.41856E-03    6.01106E-03   -2.90532E-03
  9.00065E+00    3.19353E-01    8.43479E-01    1.14984E-02    4.28985E-03    5.83267E-03   -2.81299E-03
  9.00065E+00    3.28394E-01    8.51295E-01    1.11929E-02    4.16634E-03    5.63022E-03   -2.73117E-03
  9.00065E+00    3.37536E-01    8.58796E-01    1.08522E-02    4.03365E-03    5.38602E-03   -2.64891E-03
  9.00065E+00    3.46778E-01    8.66006E-01    1.04591E-02    3.89652E-03    5.12324E-03   -2.56099E-03
  9.00065E+00    3.56117E-01    8.72968E-01    1.00011E-02    3.76838E-03    4.84785E-03   -2.47770E-03
  9.00065E+00    3.65554E-01    8.79772E-01    9.54739E-03    3.65125E-03    4.57171E-03   -2.39859E-03
  9.00065E+00    3.75087E-01    8.86379E-01    9.11616E-03    3.53226E-03    4.31842E-03   -2.31793E-03
  9.00065E+00    3.84713E-01    8.92808E-01    8.68430E-03    3.39989E-03    4.08737E-03   -2.23272E-03
  9.00065E+00    3.94433E-01    8.99089E-01    8.27108E-03    3.25644E-03    3.86889E-03   -2.13527E-03
  9.00065E+00    4.04243E-01    9.05266E-01    7.87622E-03    3.10968E-03    3.64881E-03   -2.02017E-03
  9.00065E+00    4.14143E-01    9.11283E-01    7.50951E-03    2.96417E-03    3.44425E-03   -1.90326E-03
  9.00065E+00    4.24131E-01    9.17078E-01    7.17698E-03    2.82464E-03    3.25431E-03   -1.80416E-03
  9.00065E+00    4.34206E-01    9.22588E-01    6.89412E-03    2.70081E-03    3.08729E-03   -1.72239E-03
  9.00065E+00    4.44366E-01    9.27777E-01    6.64301E-03    2.59232E-03    2.93810E-03   -1.65284E-03
  9.00065E+00    4.54610E-01    9.32678E-01    6.40774E-03    2.49281E-03    2.79450E-03   -1.58817E-03
  9.00065E+00    4.64936E-01    9.37374E-01    6.19230E-03    2.39223E-03    2.66030E-03   -1.52501E-03
  9.00065E+00    4.75342E-01    9.41848E-01    5.99334E-03    2.28623E-03    2.55783E-03   -1.46495E-03
  9.00065E+00    4.85828E-01    9.46099E-01    5.80177E-03    2.18236E-03    2.49178E-03   -1.40378E-03
  9.00065E+00    4.96391E-01    9.50128E-01    5.62413E-03    2.08922E-03    2.43065E-03   -1.34677E-03
  9.00065E+00    5.07029E-01    9.53952E-01    5.47123E-03    2.00847E-03    2.35724E-03   -1.29754E-03
  9.00065E+00    5.17742E-01    9.57558E-01    5.34004E-03    1.93965E-03    2.27749E-03   -1.25344E-03
  9.00065E+00    5.28528E-01    9.60958E-01    5.24188E-03    1.87948E-03    2.20420E-03   -1.21235E-03
  9.00065E+00    5.39384E-01    9.64176E-01    5.16997E-03    1.82281E-03    2.14489E-03   -1.17591E-03
  9.00065E+00    5.50310E-01    9.67278E-01    5.11537E-03    1.76768E-03    2.09529E-03   -1.14089E-03
  9.00065E+00    5.61303E-01    9.70277E-01    5.08759E-03    1.71296E-03    2.04982E-03   -1.10610E-03
  9.00065E+00    5.72363E-01    9.73184E-01    5.07360E-03    1.65950E-03    2.01044E-03   -1.07217E-03
  9.00065E+00    5.83487E-01    9.76015E-01    5.05920E-03    1.60747E-03    1.97110E-03   -1.04027E-03
  9.00065E+00    5.94674E-01    9.78814E-01    5.02736E-03    1.55729E-03    1.92811E-03   -1.01042E-03
  9.00065E+00    6.05921E-01    9.81663E-01    4.98423E-03    1.51006E-03    1.88291E-03   -9.79765E-04
  9.00065E+00    6.17228E-01    9.84634E-01    4.92332E-03    1.46786E-03    1.83995E-03   -9.46268E-04
  9.00065E+00    6.28593E-01    9.87765E-01    4.83320E-03    1.43143E-03    1.79911E-03   -9.11551E-04
  9.00065E+00    6.40013E-01    9.91062E-01    4.71760E-03    1.39921E-03    1.75870E-03   -8.77677E-04
  9.00065E+00    6.51488E-01    9.94442E-01    4.59000E-03    1.36918E-03    1.71766E-03   -8.44301E-04
  9.00065E+00    6.63015E-01    9.97790E-01    4.45272E-03    1.33919E-03    1.67500E-03   -8.08827E-04
  9.00065E+00    6.74593E-01    1.00103E+00    4.30697E-03    1.30799E-03    1.63007E-03   -7.69061E-04
  9.00065E+00    6.86220E-01    1.00417E+00    4.16084E-03    1.27638E-03    1.58522E-03   -7.23465E-04
  9.00065E+00    6.97894E-01    1.00721E+00    4.02306E-03    1.24570E-03    1.54356E-03   -6.74641E-04
  9.00065E+00    7.09614E-01    1.01017E+00    3.89491E-03    1.21646E-03    1.50211E-03   -6.25958E-04
  9.00065E+00    7.21377E-01    1.01299E+00    3.77721E-03    1.18875E-03    1.45982E-03   -5.79485E-04
  9.00065E+00    7.33182E-01    1.01565E+00    3.67228E-03    1.16201E-03    1.41252E-03   -5.35922E-04
  9.00065E+00    7.45028E-01    1.01810E+00    3.58239E-03    1.13706E-03    1.36507E-03   -4.94100E-04
  9.00065E+00    7.56912E-01    1.02032E+00    3.50622E-03    1.11579E-03    1.32562E-03   -4.53189E-04
  9.00065E+00    7.68832E-01    1.02233E+00    3.43612E-03    1.09986E-03    1.29500E-03   -4.14383E-04
  9.00065E+00    7.80787E-01    1.02419E+00    3.36786E-03    1.09149E-03    1.27161E-03   -3.77991E-04
  9.00065E+00    7.92775E-01    1.02594E+00    3.30168E-03    1.09170E-03    1.25358E-03   -3.41922E-04
  9.00065E+00    8.04794E-01    1.02762E+00    3.24137E-03    1.09843E-03    1.23683E-03   -3.05194E-04
  9.00065E+00    8.16843E-01    1.02927E+00    3.18503E-03    1.11003E-03    1.21980E-03   -2.66753E-04
  9.00065E+00    8.28919E-01    1.03089E+00    3.12818E-03    1.12446E-03    1.20228E-03   -2.27828E-04
  9.00065E+00    8.41022E-01    1.03248E+00    3.06618E-03    1.13896E-03    1.18403E-03   -1.90365E-04
  9.00065E+00    8.53147E-01    1.03403E+00    3.00021E-03    1.15275E-03    1.16608E-03   -1.53454E-04
  9.00065E+00    8.65295E-01    1.03553E+00    2.93796E-03    1.16732E-03    1.14998E-03   -1.15413E-04
  9.00065E+00    8.77464E-01    1.03693E+00    2.88431E-03    1.18334E-03    1.13462E-03   -7.49223E-05
  9.00065E+00    8.89651E-01    1.03821E+00    2.83976E-03    1.19985E-03    1.12046E-03   -3.25943E-05
  9.00065E+00    9.01854E-01    1.03940E+00    2.80766E-03    1.21531E-03    1.10715E-03    1.21561E-05
  9.00065E+00    9.14072E-01    1.04049E+00    2.79285E-03    1.22814E-03    1.09595E-03    5.71131E-05
  9.00065E+00    9.26303E-01    1.04146E+00    2.80018E-03    1.24235E-03    1.08992E-03    1.04030E-04
  9.00065E+00    9.38545E-01    1.04228E+00    2.83069E-03    1.26138E-03    1.08871E-03    1.55522E-04
  9.00065E+00    9.50796E-01    1.04298E+00    2.88085E-03    1.28213E-03    1.08853E-03    2.10981E-04
  9.00065E+00    9.63055E-01    1.04356E+00    2.93529E-03    1.30239E-03    1.09552E-03    2.64295E-04
  9.00065E+00    9.75319E-01    1.04401E+00    2.98142E-03    1.32107E-03    1.10429E-03    3.12718E-04
  9.00065E+00    9.87587E-01    1.04428E+00    3.04081E-03    1.34289E-03    1.11000E-03    3.60811E-04
  9.00065E+00    9.99857E-01    1.04439E+00    3.11507E-03    1.37419E-03    1.11905E-03    4.11097E-04
 
       X              Y1-Y           U              u'u'           v'v'           w'w'          u'v'
  1.00071E+01    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
  1.00071E+01    7.52211E-05    1.53872E-03    4.45827E-07    2.43509E-10    3.13470E-07   -8.68597E-11
  1.00071E+01    3.01242E-04    6.15465E-03    7.10124E-06    1.89893E-10    4.89211E-06   -8.35886E-09
  1.00071E+01    6.77586E-04    1.38488E-02    3.57046E-05    4.85885E-09    2.37673E-05   -9.62626E-08
  1.00071E+01    1.20449E-03    2.46219E-02    1.11887E-04    4.30984E-08    7.09556E-05   -5.54547E-07
  1.00071E+01    1.88172E-03    3.84716E-02    2.70544E-04    2.35166E-07    1.61160E-04   -2.15769E-06
  1.00071E+01    2.70915E-03    5.53853E-02    5.54979E-04    9.07632E-07    3.06375E-04   -6.56054E-06
  1.00071E+01    3.68690E-03    7.53258E-02    1.01485E-03    2.75038E-06    5.13156E-04   -1.67056E-05
  1.00071E+01    4.81462E-03    9.82062E-02    1.70086E-03    6.95504E-06    7.81097E-04   -3.71365E-05
  1.00071E+01    6.09231E-03    1.23855E-01    2.65395E-03    1.52823E-05    1.10285E-03   -7.37898E-05
  1.00071E+01    7.51960E-03    1.51980E-01    3.88919E-03    3.00172E-05    1.46563E-03   -1.33152E-04
  1.00071E+01    9.09626E-03    1.82134E-01    5.37960E-03    5.38086E-05    1.85375E-03   -2.20596E-04
  1.00071E+01    1.08222E-02    2.13719E-01    7.04842E-03    8.94528E-05    2.25156E-03   -3.38702E-04
  1.00071E+01    1.26971E-02    2.46023E-01    8.77844E-03    1.39641E-04    2.64597E-03   -4.85950E-04
  1.00071E+01    1.47207E-02    2.78291E-01    1.04387E-02    2.06758E-04    3.02812E-03   -6.56625E-04
  1.00071E+01    1.68924E-02    3.09814E-01    1.19177E-02    2.92648E-04    3.39358E-03   -8.41675E-04
  1.00071E+01    1.92125E-02    3.40003E-01    1.31423E-02    3.98451E-04    3.74087E-03   -1.03110E-03
  1.00071E+01    2.16801E-02    3.68424E-01    1.40792E-02    5.24386E-04    4.06978E-03   -1.21631E-03
  1.00071E+01    2.42950E-02    3.94817E-01    1.47267E-02    6.69725E-04    4.37991E-03   -1.39157E-03
  1.00071E+01    2.70568E-02    4.19080E-01    1.51078E-02    8.32711E-04    4.67003E-03   -1.55369E-03
  1.00071E+01    2.99653E-02    4.41232E-01    1.52621E-02    1.01085E-03    4.93801E-03   -1.70161E-03
  1.00071E+01    3.30197E-02    4.61371E-01    1.52377E-02    1.20138E-03    5.18272E-03   -1.83511E-03
  1.00071E+01    3.62197E-02    4.79643E-01    1.50865E-02    1.40196E-03    5.40689E-03   -1.95389E-03
  1.00071E+01    3.95648E-02    4.96224E-01    1.48553E-02    1.61025E-03    5.61767E-03   -2.05800E-03
  1.00071E+01    4.30547E-02    5.11299E-01    1.45791E-02    1.82339E-03    5.82008E-03   -2.14973E-03
  1.00071E+01    4.66884E-02    5.25029E-01    1.42825E-02    2.03820E-03    6.00993E-03   -2.23220E-03
  1.00071E+01    5.04659E-02    5.37536E-01    1.39852E-02    2.25262E-03    6.17728E-03   -2.30656E-03
  1.00071E+01    5.43864E-02    5.48926E-01    1.36944E-02    2.46468E-03    6.31402E-03   -2.37393E-03
  1.00071E+01    5.84491E-02    5.59325E-01    1.34052E-02    2.67197E-03    6.41517E-03   -2.43807E-03
  1.00071E+01    6.26537E-02    5.68884E-01    1.31111E-02    2.87254E-03    6.48418E-03   -2.50170E-03
  1.00071E+01    6.69993E-02    5.77732E-01    1.28135E-02    3.06688E-03    6.53489E-03   -2.56223E-03
  1.00071E+01    7.14856E-02    5.85968E-01    1.25166E-02    3.25615E-03    6.57976E-03   -2.61493E-03
  1.00071E+01    7.61116E-02    5.93712E-01    1.22307E-02    3.43933E-03    6.62007E-03   -2.66021E-03
  1.00071E+01    8.08766E-02    6.01094E-01    1.19706E-02    3.61319E-03    6.65392E-03   -2.70344E-03
  1.00071E+01    8.57803E-02    6.08209E-01    1.17602E-02    3.77515E-03    6.68324E-03   -2.74921E-03
  1.00071E+01    9.08215E-02    6.15042E-01    1.16255E-02    3.92297E-03    6.70589E-03   -2.79901E-03
  1.00071E+01    9.59995E-02    6.21488E-01    1.15680E-02    4.05426E-03    6.71633E-03   -2.85244E-03
  1.00071E+01    1.01314E-01    6.27483E-01    1.15621E-02    4.16742E-03    6.72009E-03   -2.90788E-03
  1.00071E+01    1.06763E-01    6.33083E-01    1.15796E-02    4.26466E-03    6.72310E-03   -2.96066E-03
  1.00071E+01    1.12347E-01    6.38387E-01    1.15968E-02    4.35227E-03    6.71837E-03   -3.00654E-03
  1.00071E+01    1.18065E-01    6.43508E-01    1.15939E-02    4.43834E-03    6.71131E-03   -3.04666E-03
  1.00071E+01    1.23915E-01    6.48586E-01    1.15686E-02    4.52793E-03    6.71119E-03   -3.08340E-03
  1.00071E+01    1.29898E-01    6.53711E-01    1.15296E-02    4.62068E-03    6.71548E-03   -3.11867E-03
  1.00071E+01    1.36011E-01    6.58906E-01    1.14821E-02    4.71254E-03    6.72062E-03   -3.15419E-03
  1.00071E+01    1.42255E-01    6.64176E-01    1.14441E-02    4.79970E-03    6.74238E-03   -3.19421E-03
  1.00071E+01    1.48627E-01    6.69535E-01    1.14447E-02    4.87824E-03    6.78140E-03   -3.23905E-03
  1.00071E+01    1.55128E-01    6.75046E-01    1.14700E-02    4.94198E-03    6.82102E-03   -3.28184E-03
  1.00071E+01    1.61756E-01    6.80821E-01    1.14931E-02    4.98726E-03    6.85294E-03   -3.31649E-03
  1.00071E+01    1.68511E-01    6.86966E-01    1.15033E-02    5.01311E-03    6.88791E-03   -3.34648E-03
  1.00071E+01    1.75390E-01    6.93489E-01    1.15182E-02    5.02032E-03    6.93793E-03   -3.37404E-03
  1.00071E+01    1.82394E-01    7.00308E-01    1.15647E-02    5.01525E-03    6.99371E-03   -3.39934E-03
  1.00071E+01    1.89521E-01    7.07350E-01    1.16368E-02    5.00518E-03    7.02163E-03   -3.42411E-03
  1.00071E+01    1.96769E-01    7.14549E-01    1.17221E-02    4.99285E-03    6.99373E-03   -3.45038E-03
  1.00071E+01    2.04139E-01    7.21804E-01    1.18121E-02    4.97788E-03    6.93169E-03   -3.47466E-03
  1.00071E+01    2.11629E-01    7.29015E-01    1.18839E-02    4.96037E-03    6.86141E-03   -3.49157E-03
  1.00071E+01    2.19237E-01    7.36193E-01    1.19272E-02    4.94295E-03    6.78154E-03   -3.49981E-03
  1.00071E+01    2.26963E-01    7.43461E-01    1.19244E-02    4.92635E-03    6.70155E-03   -3.49844E-03
  1.00071E+01    2.34805E-01    7.50895E-01    1.18680E-02    4.90442E-03    6.62983E-03   -3.49423E-03
  1.00071E+01    2.42763E-01    7.58439E-01    1.17960E-02    4.87175E-03    6.55888E-03   -3.49173E-03
  1.00071E+01    2.50834E-01    7.66074E-01    1.17422E-02    4.82588E-03    6.48981E-03   -3.48656E-03
  1.00071E+01    2.59018E-01    7.73715E-01    1.17122E-02    4.77087E-03    6.40182E-03   -3.47597E-03
  1.00071E+01    2.67314E-01    7.81352E-01    1.16767E-02    4.71716E-03    6.27114E-03   -3.46167E-03
  1.00071E+01    2.75721E-01    7.89078E-01    1.16146E-02    4.66718E-03    6.11168E-03   -3.43872E-03
  1.00071E+01    2.84236E-01    7.96842E-01    1.15241E-02    4.61396E-03    5.97900E-03   -3.40102E-03
  1.00071E+01    2.92859E-01    8.04481E-01    1.14186E-02    4.54767E-03    5.87461E-03   -3.35416E-03
  1.00071E+01    3.01588E-01    8.11972E-01    1.12886E-02    4.46526E-03    5.75976E-03   -3.30410E-03
  1.00071E+01    3.10423E-01    8.19425E-01    1.11287E-02    4.37365E-03    5.61189E-03   -3.24228E-03
  1.00071E+01    3.19362E-01    8.26898E-01    1.09235E-02    4.28018E-03    5.41881E-03   -3.16653E-03
  1.00071E+01    3.28403E-01    8.34317E-01    1.06663E-02    4.18896E-03    5.19180E-03   -3.08558E-03
  1.00071E+01    3.37545E-01    8.41650E-01    1.03690E-02    4.09717E-03    4.94528E-03   -3.00307E-03
  1.00071E+01    3.46786E-01    8.48853E-01    1.00903E-02    3.99951E-03    4.71311E-03   -2.91775E-03
  1.00071E+01    3.56127E-01    8.55796E-01    9.86651E-03    3.89474E-03    4.50399E-03   -2.83373E-03
  1.00071E+01    3.65564E-01    8.62475E-01    9.66166E-03    3.78172E-03    4.30110E-03   -2.75041E-03
  1.00071E+01    3.75097E-01    8.69041E-01    9.43329E-03    3.65963E-03    4.11239E-03   -2.66052E-03
  1.00071E+01    3.84723E-01    8.75533E-01    9.19305E-03    3.53239E-03    3.96830E-03   -2.56469E-03
  1.00071E+01    3.94443E-01    8.81878E-01    8.94378E-03    3.41279E-03    3.84753E-03   -2.46339E-03
  1.00071E+01    4.04253E-01    8.88009E-01    8.68148E-03    3.30897E-03    3.72004E-03   -2.36109E-03
  1.00071E+01    4.14154E-01    8.94005E-01    8.39484E-03    3.21627E-03    3.56970E-03   -2.26720E-03
  1.00071E+01    4.24142E-01    8.99984E-01    8.10597E-03    3.13119E-03    3.40045E-03   -2.18852E-03
  1.00071E+01    4.34217E-01    9.05901E-01    7.80890E-03    3.04789E-03    3.24719E-03   -2.11587E-03
  1.00071E+01    4.44378E-01    9.11634E-01    7.52087E-03    2.96262E-03    3.11219E-03   -2.03800E-03
  1.00071E+01    4.54622E-01    9.17084E-01    7.25501E-03    2.87062E-03    2.99448E-03   -1.95113E-03
  1.00071E+01    4.64948E-01    9.22269E-01    7.00913E-03    2.76958E-03    2.90174E-03   -1.86053E-03
  1.00071E+01    4.75355E-01    9.27301E-01    6.77632E-03    2.66263E-03    2.82148E-03   -1.77260E-03
  1.00071E+01    4.85840E-01    9.32278E-01    6.53507E-03    2.55398E-03    2.71977E-03   -1.68803E-03
  1.00071E+01    4.96403E-01    9.37172E-01    6.29075E-03    2.44929E-03    2.60267E-03   -1.60617E-03
  1.00071E+01    5.07042E-01    9.41921E-01    6.06004E-03    2.34905E-03    2.51546E-03   -1.52191E-03
  1.00071E+01    5.17756E-01    9.46463E-01    5.84029E-03    2.25463E-03    2.45967E-03   -1.43859E-03
  1.00071E+01    5.28541E-01    9.50748E-01    5.63616E-03    2.16907E-03    2.41253E-03   -1.36075E-03
  1.00071E+01    5.39398E-01    9.54742E-01    5.46174E-03    2.09488E-03    2.34964E-03   -1.29013E-03
  1.00071E+01    5.50324E-01    9.58475E-01    5.32707E-03    2.03042E-03    2.27294E-03   -1.22578E-03
  1.00071E+01    5.61318E-01    9.61960E-01    5.23285E-03    1.97046E-03    2.19230E-03   -1.16966E-03
  1.00071E+01    5.72378E-01    9.65187E-01    5.18280E-03    1.90993E-03    2.11898E-03   -1.12264E-03
  1.00071E+01    5.83502E-01    9.68222E-01    5.14384E-03    1.84386E-03    2.06102E-03   -1.08134E-03
  1.00071E+01    5.94689E-01    9.71161E-01    5.08756E-03    1.77497E-03    2.01792E-03   -1.04243E-03
  1.00071E+01    6.05937E-01    9.74059E-01    5.01388E-03    1.70818E-03    1.98045E-03   -1.00775E-03
  1.00071E+01    6.17244E-01    9.76940E-01    4.93664E-03    1.64563E-03    1.94471E-03   -9.75556E-04
  1.00071E+01    6.28609E-01    9.79800E-01    4.85860E-03    1.58889E-03    1.90922E-03   -9.44062E-04
  1.00071E+01    6.40030E-01    9.82650E-01    4.78364E-03    1.53856E-03    1.87366E-03   -9.11572E-04
  1.00071E+01    6.51505E-01    9.85494E-01    4.70665E-03    1.49236E-03    1.83432E-03   -8.76062E-04
  1.00071E+01    6.63032E-01    9.88357E-01    4.61666E-03    1.44767E-03    1.79365E-03   -8.34934E-04
  1.00071E+01    6.74611E-01    9.91256E-01    4.50359E-03    1.40367E-03    1.75553E-03   -7.88598E-04
  1.00071E+01    6.86238E-01    9.94207E-01    4.37010E-03    1.36260E-03    1.71380E-03   -7.39846E-04
  1.00071E+01    6.97912E-01    9.97186E-01    4.23633E-03    1.32561E-03    1.67052E-03   -6.90618E-04
  1.00071E+01    7.09632E-01    1.00015E+00    4.11592E-03    1.29293E-03    1.62430E-03   -6.40895E-04
  1.00071E+01    7.21396E-01    1.00305E+00    4.01592E-03    1.26454E-03    1.57886E-03   -5.92874E-04
  1.00071E+01    7.33201E-01    1.00580E+00    3.93470E-03    1.23783E-03    1.53924E-03   -5.45766E-04
  1.00071E+01    7.45047E-01    1.00838E+00    3.86844E-03    1.21217E-03    1.50306E-03   -4.97360E-04
  1.00071E+01    7.56931E-01    1.01078E+00    3.81192E-03    1.18895E-03    1.46653E-03   -4.48556E-04
  1.00071E+01    7.68852E-01    1.01303E+00    3.76224E-03    1.16952E-03    1.43187E-03   -3.98726E-04
  1.00071E+01    7.80807E-01    1.01517E+00    3.71494E-03    1.15514E-03    1.40426E-03   -3.47563E-04
  1.00071E+01    7.92796E-01    1.01720E+00    3.66586E-03    1.14822E-03    1.38246E-03   -2.96307E-04
  1.00071E+01    8.04815E-01    1.01912E+00    3.61998E-03    1.14995E-03    1.36182E-03   -2.46766E-04
  1.00071E+01    8.16864E-01    1.02093E+00    3.57553E-03    1.15831E-03    1.34307E-03   -1.99887E-04
  1.00071E+01    8.28941E-01    1.02265E+00    3.53555E-03    1.17241E-03    1.32342E-03   -1.52557E-04
  1.00071E+01    8.41043E-01    1.02427E+00    3.50521E-03    1.19199E-03    1.30317E-03   -1.04685E-04
  1.00071E+01    8.53169E-01    1.02580E+00    3.47797E-03    1.21744E-03    1.28434E-03   -5.67437E-05
  1.00071E+01    8.65318E-01    1.02727E+00    3.44503E-03    1.24902E-03    1.26397E-03   -8.08574E-06
  1.00071E+01    8.77486E-01    1.02872E+00    3.39368E-03    1.28412E-03    1.24266E-03    4.15377E-05
  1.00071E+01    8.89674E-01    1.03020E+00    3.31504E-03    1.31787E-03    1.22389E-03    8.47927E-05
  1.00071E+01    9.01877E-01    1.03164E+00    3.23192E-03    1.34994E-03    1.20804E-03    1.25161E-04
  1.00071E+01    9.14096E-01    1.03292E+00    3.17018E-03    1.38039E-03    1.19283E-03    1.67976E-04
  1.00071E+01    9.26327E-01    1.03404E+00    3.13616E-03    1.41167E-03    1.18573E-03    2.11146E-04
  1.00071E+01    9.38569E-01    1.03497E+00    3.13767E-03    1.44553E-03    1.18851E-03    2.56269E-04
  1.00071E+01    9.50821E-01    1.03573E+00    3.16331E-03    1.48279E-03    1.19494E-03    3.03658E-04
  1.00071E+01    9.63080E-01    1.03639E+00    3.18830E-03    1.52071E-03    1.20318E-03    3.49138E-04
  1.00071E+01    9.75345E-01    1.03695E+00    3.21881E-03    1.56473E-03    1.21495E-03    3.95675E-04
  1.00071E+01    9.87613E-01    1.03737E+00    3.26926E-03    1.62110E-03    1.22928E-03    4.46232E-04
  1.00071E+01    9.99883E-01    1.03759E+00    3.35076E-03    1.68626E-03    1.24584E-03    5.09258E-04
 
       X              Y1-Y           U              u'u'           v'v'           w'w'          u'v'
  1.10053E+01    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
  1.10053E+01    7.52211E-05    1.54819E-03    4.34522E-07    1.20978E-10    2.57887E-07   -1.24470E-10
  1.10053E+01    3.01242E-04    6.19109E-03    6.93020E-06    1.35969E-10    4.03007E-06   -7.38024E-09
  1.10053E+01    6.77705E-04    1.39256E-02    3.49139E-05    3.43989E-09    1.96230E-05   -8.51954E-08
  1.10053E+01    1.20449E-03    2.47461E-02    1.09683E-04    3.11143E-08    5.87668E-05   -4.86378E-07
  1.10053E+01    1.88184E-03    3.86423E-02    2.65946E-04    1.70732E-07    1.34016E-04   -1.88820E-06
  1.10053E+01    2.70927E-03    5.55936E-02    5.47083E-04    6.63543E-07    2.56050E-04   -5.72616E-06
  1.10053E+01    3.68714E-03    7.55570E-02    1.00314E-03    2.02578E-06    4.31471E-04   -1.45764E-05
  1.10053E+01    4.81486E-03    9.84450E-02    1.68552E-03    5.16356E-06    6.61532E-04   -3.24335E-05
  1.10053E+01    6.09255E-03    1.24095E-01    2.63614E-03    1.14403E-05    9.42024E-04   -6.46242E-05
  1.10053E+01    7.51984E-03    1.52236E-01    3.87068E-03    2.26596E-05    1.26425E-03   -1.17084E-04
  1.10053E+01    9.09662E-03    1.82459E-01    5.36142E-03    4.09572E-05    1.61666E-03   -1.94949E-04
  1.10053E+01    1.08227E-02    2.14215E-01    7.02987E-03    6.86250E-05    1.98666E-03   -3.00872E-04
  1.10053E+01    1.26976E-02    2.46845E-01    8.75764E-03    1.07910E-04    2.36221E-03   -4.33769E-04
  1.10053E+01    1.47212E-02    2.79634E-01    1.04134E-02    1.60833E-04    2.73316E-03   -5.88685E-04
  1.10053E+01    1.68931E-02    3.11884E-01    1.18830E-02    2.29051E-04    3.09196E-03   -7.57827E-04
  1.10053E+01    1.92132E-02    3.42982E-01    1.30878E-02    3.13740E-04    3.43302E-03   -9.32314E-04
  1.10053E+01    2.16810E-02    3.72448E-01    1.39901E-02    4.15467E-04    3.75154E-03   -1.10382E-03
  1.10053E+01    2.42959E-02    3.99954E-01    1.45892E-02    5.34090E-04    4.04367E-03   -1.26555E-03
  1.10053E+01    2.70579E-02    4.25334E-01    1.49148E-02    6.68770E-04    4.30831E-03   -1.41254E-03
  1.10053E+01    2.99664E-02    4.48558E-01    1.50161E-02    8.17993E-04    4.54806E-03   -1.54181E-03
  1.10053E+01    3.30209E-02    4.69702E-01    1.49488E-02    9.79594E-04    4.76866E-03   -1.65284E-03
  1.10053E+01    3.62211E-02    4.88916E-01    1.47615E-02    1.15089E-03    4.97768E-03   -1.74757E-03
  1.10053E+01    3.95664E-02    5.06383E-01    1.44920E-02    1.32921E-03    5.18151E-03   -1.82908E-03
  1.10053E+01    4.30562E-02    5.22301E-01    1.41681E-02    1.51206E-03    5.37931E-03   -1.90036E-03
  1.10053E+01    4.66902E-02    5.36843E-01    1.38085E-02    1.69707E-03    5.56398E-03   -1.96477E-03
  1.10053E+01    5.04678E-02    5.50149E-01    1.34253E-02    1.88241E-03    5.73028E-03   -2.02532E-03
  1.10053E+01    5.43884E-02    5.62337E-01    1.30305E-02    2.06745E-03    5.87478E-03   -2.08303E-03
  1.10053E+01    5.84513E-02    5.73526E-01    1.26366E-02    2.25144E-03    5.99048E-03   -2.13801E-03
  1.10053E+01    6.26560E-02    5.83824E-01    1.22570E-02    2.43329E-03    6.07419E-03   -2.18962E-03
  1.10053E+01    6.70018E-02    5.93327E-01    1.19046E-02    2.61205E-03    6.13108E-03   -2.23694E-03
  1.10053E+01    7.14883E-02    6.02134E-01    1.15778E-02    2.78568E-03    6.16851E-03   -2.28309E-03
  1.10053E+01    7.61144E-02    6.10359E-01    1.12704E-02    2.95223E-03    6.19092E-03   -2.33235E-03
  1.10053E+01    8.08797E-02    6.18113E-01    1.09922E-02    3.11211E-03    6.20125E-03   -2.38391E-03
  1.10053E+01    8.57835E-02    6.25473E-01    1.07519E-02    3.26503E-03    6.20140E-03   -2.43626E-03
